sub,MB_behav
381,0.37777777777777777
382,0.3939393939393939
383,0.4107142857142857
384,0.5614035087719298
385,0.42857142857142855
386,0.5483870967741935
387,0.4032258064516129
388,0.5072463768115942
389,0.5245901639344263
390,0.39344262295081966
391,0.5535714285714286
392,0.58
393,0.48
394,0.46296296296296297
395,0.56
396,0.5084745762711864
397,0.46808510638297873
398,0.4642857142857143
399,0.4444444444444444
400,0.3793103448275862
