sub,MB_behav
1,0.4262295081967213
2,0.4838709677419355
3,0.5245901639344263
4,0.40625
5,0.421875
6,0.5573770491803278
7,0.5492957746478874
8,0.38461538461538464
9,0.2903225806451613
10,0.3728813559322034
11,0.5714285714285714
12,0.4166666666666667
13,0.44680851063829785
14,0.41379310344827586
15,0.5517241379310345
16,0.5454545454545454
17,0.6774193548387096
18,0.62
19,0.48
20,0.20689655172413793
21,0.6271186440677966
22,0.3090909090909091
23,0.6666666666666666
24,0.5166666666666667
25,0.4166666666666667
26,0.40625
27,0.4925373134328358
28,0.574468085106383
29,0.5161290322580645
30,0.46551724137931033
31,0.2835820895522388
32,0.5915492957746479
33,0.3870967741935484
34,0.38596491228070173
35,0.5686274509803921
36,0.45454545454545453
37,0.6363636363636364
38,0.49056603773584906
39,0.39285714285714285
40,0.4166666666666667
41,0.5079365079365079
42,0.5303030303030303
43,0.42857142857142855
44,0.5230769230769231
45,0.4426229508196721
46,0.3050847457627119
47,0.7037037037037037
48,0.7
49,0.39285714285714285
50,0.23076923076923078
51,0.359375
52,0.2857142857142857
53,0.3333333333333333
54,0.41818181818181815
55,0.3333333333333333
56,0.5106382978723404
57,0.43333333333333335
58,0.4230769230769231
59,0.5245901639344263
60,0.32786885245901637
61,0.6129032258064516
62,0.32142857142857145
63,0.23728813559322035
64,0.3968253968253968
65,0.3584905660377358
66,0.46153846153846156
67,0.45
68,0.2698412698412698
69,0.5633802816901409
70,0.4461538461538462
71,0.4
72,0.43661971830985913
73,0.40350877192982454
74,0.7272727272727273
75,0.5
76,0.47058823529411764
77,0.5074626865671642
78,0.4153846153846154
79,0.3333333333333333
80,0.45
81,0.625
82,0.22413793103448276
83,0.4745762711864407
84,0.5
85,0.5833333333333334
86,0.43103448275862066
87,0.47619047619047616
88,0.39344262295081966
89,0.3793103448275862
90,0.5423728813559322
91,0.5454545454545454
92,0.5303030303030303
93,0.5671641791044776
94,0.423728813559322
95,0.28125
96,0.5
97,0.48214285714285715
98,0.43548387096774194
99,0.4927536231884058
100,0.48
101,0.45098039215686275
102,0.5614035087719298
103,0.2727272727272727
104,0.46551724137931033
105,0.4507042253521127
106,0.1111111111111111
107,0.4107142857142857
