sub,mb_ma,it,lr
67,0.15789473684210525,2.8290439705103796,0.3594967252384221
68,0.35185185185185186,2.45430794168111,0.13106628832500097
69,0.2727272727272727,2.41602645480883,0.218387073027004
70,0.49122807017543857,5.54918899479674,0.16362710790502696
71,0.3333333333333333,4.49493842029641,0.20419278791631099
72,0.43859649122807015,4.35496275060906,0.212234530337856
73,0.4791666666666667,4.28775058290121,0.0893376210066901
74,0.43103448275862066,6.9784461273136,0.307841162752288
75,0.43333333333333335,4.1860994247605,0.123130339808599
76,0.34375,3.6634741894314105,0.0865712402694988
77,0.417910447761194,2.27398770283608,0.19449653920723398
78,0.5384615384615384,5.03257859162418,0.0620743189396824
79,0.6271186440677966,10.6152183530746,0.0486562866788524
80,0.4909090909090909,2.07572869057292,0.150748477478245
81,0.19696969696969696,2.2823673056989597,0.331487148644104
82,0.40350877192982454,16.5863278398885,0.157169315409723
83,0.5972222222222222,9.12539855779578,0.0203714539570472
84,0.3469387755102041,2.75446990069091,0.32786794786694606
85,0.3728813559322034,1.66602543457595,0.149319106167335
86,0.4406779661016949,4.44257289331935,0.0318273803557762
87,0.6071428571428571,4.36093351558742,0.0547702192889853
88,0.34545454545454546,3.36909549505735,0.23691275758552105
89,0.2962962962962963,4.74229607150293,0.144976980084488
90,0.3888888888888889,3.36045483615149,0.186601711566251
91,0.40625,1.7469102700858998,0.109230965658561
92,0.3050847457627119,2.6207889347375604,0.19612963294143
93,0.5625,4.891799128776411,0.084753102487241
94,0.532258064516129,5.04290733120066,0.24925388864409398
95,0.4393939393939394,3.75981655836531,0.17435451398917398
96,0.5238095238095238,2.36479063532821,0.142934940379517
97,0.5,28.1799914285287,0.307866891030836
98,0.47619047619047616,4.14823823225896,0.0622224854938793
99,0.45901639344262296,3.32235975823317,0.166741384920834
100,0.5522388059701493,1.124858237588,0.227056151627222
101,0.45161290322580644,1.86668536695147,0.11690247907492801
102,0.3972602739726027,5.98577016194388,0.069118724568663
103,0.40625,8.04688730706696,0.24973553877481897
104,0.4838709677419355,6.817988294507639,0.17642978552221
105,0.4,2.0801092374545602,0.19692464007211202
106,0.4375,4.93556763345703,0.161840796289773
107,0.46875,2.2467963465812,0.134614531735197
108,0.35294117647058826,6.10546119612559,0.182886925751368
109,0.42105263157894735,2.8685489776670803,0.0889547371070281
110,0.5245901639344263,6.841782416825151,0.0998316628540893
111,0.5636363636363636,4.19797083308584,0.11930050218239802
112,0.4067796610169492,3.2265560785475804,0.11343634586515701
113,0.375,4.732134207715901,0.20067938980717398
114,0.42857142857142855,2.55344740381518,0.10723447203040899
115,0.4426229508196721,2.6223897880801,0.15327846950532098
116,0.509090909090909,8.19928195604289,0.168098113058475
117,0.463768115942029,4.66403280622253,0.112750868505623
118,0.5254237288135594,12.804818149985302,0.11845778428989999
119,0.3235294117647059,1.7490110874696398,0.169528977577006
120,0.4406779661016949,1.8338991319370401,0.122922389539125
121,0.36507936507936506,4.90592874024303,0.19459887389199498
122,0.20408163265306123,1.42858756255801,0.140397527809256
123,0.5833333333333334,2.7065360982453597,0.101613746369664
124,0.4,1.59177221887146,0.14063508048561302
125,0.5471698113207547,19.1578698495943,0.14916294147217002
126,0.35714285714285715,2.08784979670367,0.13983761734676198
127,0.4576271186440678,2.33879450578809,0.15322401630703
128,0.532258064516129,3.5710527666594905,0.228185634927097
129,0.3870967741935484,1.65545457624296,0.18673822301928897
130,0.390625,5.70957525515972,0.16351914052517802
131,0.3148148148148148,2.65721409170778,0.11209174420693599
132,0.5084745762711864,3.29343297337079,0.0788592207651645
133,0.49122807017543857,2.3001849475208798,0.11489061113429799
134,0.41379310344827586,16.0770570102016,0.0348965950279674
135,0.5254237288135594,8.73784060398845,0.0933644253846266
136,0.5714285714285714,12.614924534842698,0.0756815017833136
137,0.4117647058823529,3.9352704456815695,0.11309431183269698
138,0.5,7.96909056416926,0.16523105111137198
139,0.42857142857142855,4.549184581456849,0.18012405321891897
140,0.4426229508196721,4.33900210526024,0.16737750064588
141,0.2982456140350877,3.05009438677063,0.0924373073905496
142,0.3698630136986301,1.20058323815281,0.134666531747895
143,0.546875,21.726301859811898,0.088457987703438
144,0.4603174603174603,16.3024075437229,0.240928495142705
145,0.5833333333333334,1.9849105999124899,0.149654866659949
146,0.41379310344827586,2.24972702688866,0.15302756074312
147,0.34545454545454546,10.872181838729698,0.621059406318432
148,0.4266666666666667,6.67158095167508,0.0821391590436455
149,0.22413793103448276,18.822595071536302,0.6426893310957571
150,0.3,9.287320152777179,0.41195999342399203
151,0.3770491803278688,14.336022625813902,0.0720123900026385
152,0.4461538461538462,6.36903150165767,0.0538324751951131
153,0.3333333333333333,3.8348803487065797,0.12299766467123
154,0.5,2.15510344310802,0.0864658092885814
155,0.3611111111111111,3.61070754846747,0.10534188093616301
156,0.3584905660377358,8.79147464121213,0.41074302533777507
157,0.5789473684210527,6.3334426599814595,0.0557696502705383
158,0.46774193548387094,10.6075856148504,0.0775548569941557
159,0.55,8.0503172150428,0.134996989655405
160,0.4603174603174603,6.83115988336233,0.20062840498749698
161,0.5576923076923077,16.1066134620282,0.20461551960118599
162,0.4074074074074074,5.7115950345319195,0.0854985693262298
163,0.5409836065573771,5.67537990761318,0.156060962644908
164,0.4716981132075472,3.03926257986709,0.11911224578077301
165,0.3898305084745763,5.254828611572941,0.17724887685585602
166,0.5161290322580645,5.846337283216231,0.19606381710470397
167,0.6290322580645161,17.967015798752502,0.0506791173536693
168,0.4727272727272727,5.88591047922292,0.140301148248775
169,0.3559322033898305,2.7145447604563997,0.20676010475351603
170,0.3684210526315789,1.43423900975667,0.174181315214331
171,0.5671641791044776,3.9134996801926802,0.0987931508455049
172,0.5396825396825397,2.5725965026171203,0.0660037405158242
173,0.27586206896551724,3.0391303533585696,0.304095254644868
174,0.3877551020408163,2.24946454926383,0.17710055711247696
175,0.2898550724637681,1.4976726226277501,0.13511565210607598
176,0.5833333333333334,25.2298153990215,0.0358834240066393
177,0.42857142857142855,4.5841840762902,0.17295494829711902
178,0.38461538461538464,2.20193435325222,0.10749165344598301
179,0.43103448275862066,2.2260841444128396,0.0906417064777974
180,0.42,4.21107183498573,0.22142836507688102
181,0.5625,6.07650390342973,0.0486688755242107
182,0.46938775510204084,5.85286421737844,0.292511972652364
183,0.37735849056603776,5.42056238351372,0.39311867419058794
184,0.4852941176470588,2.41089732025575,0.13532958618596402
185,0.4782608695652174,2.3796936693495603,0.21613245488986899
186,0.44642857142857145,12.5632311186536,0.282256452083407
187,0.3968253968253968,5.37329554073115,0.440478150056599
188,0.6111111111111112,21.0145478038438,0.130870970347547
189,0.38028169014084506,6.5385142624832095,0.3817182031592
190,0.49056603773584906,2.85132481940122,0.101277373248065
191,0.32142857142857145,3.52875046952593,0.117172447283583
192,0.5192307692307693,2.68814826358486,0.143705684021326
193,0.48333333333333334,3.27848414295368,0.156026128602731
194,0.4423076923076923,3.0566308875151496,0.175137633682781
195,0.390625,5.0715996718009695,0.0931070866665439
196,0.39705882352941174,5.617285316635161,0.18637782843707398
197,0.4716981132075472,4.9580745511288,0.19255361289034698
198,0.5285714285714286,1.7747077874421102,0.158894506456207
199,0.43859649122807015,9.564264245377561,0.167675372382734
200,0.3188405797101449,4.0584936403858505,0.34941463162414604
201,0.45,3.31043982687976,0.16430075280259102
202,0.42028985507246375,2.52704009316668,0.17775863528455899
203,0.4864864864864865,4.24191594894379,0.186259108448262
204,0.5138888888888888,5.37916058777766,0.164995260627129
205,0.3684210526315789,4.519878321237139,0.300985037190134
206,0.22388059701492538,3.4353443698291897,0.18496425952387802
207,0.3076923076923077,7.34759852001746,0.354761830827705
208,0.39285714285714285,6.7524220424035,0.198381900324952
209,0.4507042253521127,13.1716455056374,0.19562013117100696
210,0.38095238095238093,5.374305606768969,0.16477064037362804
211,0.5957446808510638,2.11904511899385,0.170521898258183
212,0.484375,4.03287557545925,0.20220782802028
213,0.5,7.125333084933231,0.0319284309285478
214,0.5636363636363636,14.7961499868033,0.0752267226978545
215,0.5254237288135594,3.1543038652590605,0.14428872926357197
216,0.46875,2.06965048297373,0.10574872351364098
217,0.5185185185185185,17.852752454730698,0.0759298470098612
218,0.3064516129032258,3.5557444836911203,0.13483681369825698
219,0.4117647058823529,3.99838448423181,0.112547687703804
220,0.421875,5.6395830561737,0.145209742280592
221,0.5166666666666667,16.7846747717153,0.196785305738849
222,0.31746031746031744,6.59940843852113,0.24214475194520899
223,0.4745762711864407,1.7115983552396001,0.19268873595601999
224,0.543859649122807,2.7677271486476998,0.116995567630878
225,0.46774193548387094,3.59217079432729,0.0895875984674838
226,0.3484848484848485,2.26042872063539,0.1572290699231
227,0.576271186440678,4.51705033416786,0.0750927533871971
228,0.5873015873015873,18.3462556280881,0.197506052117228
229,0.3333333333333333,5.940611937469339,0.43689901080266297
230,0.5416666666666666,10.3951107684254,0.227534423873242
231,0.6296296296296297,7.940442115119719,0.0573423399942604
232,0.38596491228070173,3.0627712075228595,0.20004847217989602
233,0.4909090909090909,4.91125813953223,0.178640961775303
234,0.6481481481481481,12.131600951361802,0.0540121035745158
235,0.4107142857142857,10.4829017655794,0.0857844917528532
236,0.45614035087719296,1.33352354949579,0.18363948223980603
237,0.29310344827586204,5.42653721414736,0.34413020309181197
238,0.421875,7.65307868253013,0.0900748647959621
239,0.463768115942029,8.85755269631169,0.0896564257880829
240,0.3382352941176471,16.4217049731371,0.5686061700810989
241,0.3584905660377358,6.058137490912629,0.12321030005101
242,0.5970149253731343,20.199365434902102,0.111010862456907
243,0.4186046511627907,5.212019757373991,0.145188291591901
244,0.39285714285714285,3.15631114190963,0.177727084901126
245,0.3939393939393939,7.755858081652981,0.0474788469971012
246,0.3880597014925373,3.11214402729248,0.257382409681227
247,0.5396825396825397,4.09466029945598,0.0661852960308064
248,0.484375,4.92135648935567,0.11591848177005801
249,0.49122807017543857,3.4272773693088197,0.25552164344898604
250,0.35714285714285715,2.45777409298071,0.150140289540767
251,0.27586206896551724,2.5722113029130496,0.25492092135237
252,0.4626865671641791,3.50435504213372,0.0591635198710908
253,0.4925373134328358,5.14739125563832,0.19389347542080998
254,0.5,5.03490229724334,0.18964820214957898
255,0.3275862068965517,4.3337148702598,0.13916933616279903
256,0.4925373134328358,3.92284208696672,0.103678559486905
257,0.38235294117647056,3.960825986953,0.0929283429311224
258,0.4603174603174603,6.31964036048852,0.161992432641507
259,0.6923076923076923,5.89600925942237,0.0477502410055797
260,0.40625,3.6163490930923903,0.118757315896117
261,0.45,1.76436310025002,0.14062266513393498
262,0.582089552238806,2.51493009196202,0.135809412614391
263,0.47692307692307695,9.03281883412301,0.0942766845214327
264,0.5384615384615384,11.097024084973599,0.0704055934186279
265,0.5423728813559322,3.6072746303297003,0.19809450979346302
266,0.3835616438356164,5.13834688510387,0.142939255344106
267,0.34,2.75948408701559,0.354921854873925
268,0.5535714285714286,13.887816268427802,0.0468144423951276
269,0.38596491228070173,2.32462764243468,0.161773208196503
270,0.5,8.260213694541381,0.20063582514931103
271,0.42105263157894735,3.2866013646005694,0.12405112226321001
272,0.3508771929824561,6.5203873045725,0.194032889390402
273,0.5,2.11464462451573,0.18816408749810698
274,0.5833333333333334,2.2095457830065097,0.22619465357692603
275,0.47619047619047616,3.1007463957661803,0.172556103753642
276,0.4603174603174603,3.31979556432841,0.0776271806085379
277,0.3076923076923077,24.260231741686898,0.347011799630265
278,0.39344262295081966,2.3899598483767597,0.10066892422630198
279,0.6071428571428571,2.82981880189099,0.11498898240560601
280,0.4067796610169492,2.27837539400486,0.20722813373232501
281,0.575,3.7962338838896095,0.110828502054718
282,0.4,5.019050015943691,0.185438043956618
283,0.40625,5.2903958035522,0.119251805333145
284,0.5102040816326531,3.4671603186185096,0.101486055283112
285,0.39622641509433965,1.48470574002388,0.18731979349509198
286,0.5087719298245614,3.3599897533866696,0.0799958974663615
287,0.36507936507936506,1.5597916637426799,0.248105130863876
288,0.4716981132075472,8.620016702471741,0.26110983687127803
289,0.3508771929824561,4.34615696459639,0.18616969706119899
290,0.43636363636363634,4.255202777048161,0.0677046828888434
291,0.5,8.21020721626576,0.374060782838483
292,0.6,13.473700595778901,0.0327218004405745
293,0.6129032258064516,25.3939593628375,0.0466260665307737
294,0.582089552238806,8.79996362703917,0.229953446280915
295,0.4067796610169492,4.6625717389292,0.0733217752867351
296,0.5961538461538461,3.40715403340168,0.225940425825629
297,0.6964285714285714,16.412556784634,0.0905526624249126
298,0.45614035087719296,3.90313893935045,0.147728092971184
299,0.47761194029850745,10.299727015295199,0.0548314402319696
300,0.38596491228070173,2.7349496656011403,0.0882565741075243
301,0.43661971830985913,2.53366148813348,0.20149852812171
302,0.4528301886792453,1.4419668147993703,0.159694424802534
303,0.40350877192982454,3.4075383417719705,0.13224391632602198
304,0.3898305084745763,3.2743447475964302,0.15185387597104902
305,0.5079365079365079,7.3418810692024,0.182267601714447
306,0.3392857142857143,6.546914591217691,0.266707229858605
307,0.45901639344262296,1.9929838697812,0.12773012239741302
308,0.5441176470588235,12.371635276100099,0.0701135587264379
309,0.29508196721311475,1.63380030289112,0.147426870532059
310,0.5098039215686274,3.78990589694629,0.10146904454834901
311,0.4915254237288136,8.36908917831386,0.0624083764463238
312,0.42,3.3036599970351,0.196367691268062
313,0.4576271186440678,6.17443272396149,0.193143640200262
314,0.6551724137931034,19.6432307518828,0.0241520793920537
315,0.3898305084745763,3.1319280852481604,0.10885340107757001
316,0.4576271186440678,8.85368143261303,0.278984943220307
317,0.48333333333333334,5.0924920337551995,0.048122046095105994
318,0.3230769230769231,5.04266845153666,0.0814514087726046
319,0.4727272727272727,5.04490912760962,0.226035636143772
320,0.4262295081967213,6.004341687184089,0.12192773081390301
321,0.5185185185185185,4.01336663949206,0.20452211772996898
322,0.5357142857142857,10.2106973279053,0.0681666470851923
323,0.5384615384615384,17.988050434456,0.292081293701649
324,0.5094339622641509,11.599872791353901,0.0764855999636752
325,0.2545454545454545,3.4594621886875294,0.156147582788745
326,0.375,6.24917399877317,0.14015276268219198
327,0.45588235294117646,5.5172010566035095,0.16341121659896898
328,0.37681159420289856,2.12215764600134,0.122467510670029
329,0.296875,4.4263968216569,0.225374862487952
330,0.421875,2.6056210910786604,0.18101171519587603
331,0.5571428571428572,25.124009148734103,0.0780713600526522
332,0.3333333333333333,3.37817360355658,0.190514636624632
333,0.6981132075471698,5.87772852759554,0.126725255804897
334,0.4528301886792453,1.56299732415228,0.106613354745736
335,0.2909090909090909,2.3439701549062697,0.377769739109268
336,0.29577464788732394,5.9150706642238795,0.249123717104645
337,0.375,12.817196043682499,0.0494157059695232
338,0.62,12.5178478259494,0.054003752722232005
339,0.47058823529411764,3.00110171786802,0.135204072844341
340,0.4444444444444444,1.4757967277908102,0.181276580786314
341,0.4032258064516129,3.57949501761599,0.156054178245754
342,0.36538461538461536,1.5247817365146499,0.10085203172710301
343,0.45901639344262296,2.84497108291075,0.157501752947296
344,0.6170212765957447,3.3399581692233102,0.0627006244570718
345,0.4666666666666667,3.05047662685623,0.149354113286049
346,0.42857142857142855,5.983325799427151,0.15912004767600302
347,0.4074074074074074,5.872955684859151,0.103140750155119
348,0.45714285714285713,3.7757825276997,0.136822193244209
349,0.5072463768115942,3.4265208106006497,0.0922794923891543
350,0.5423728813559322,9.20761247125621,0.118073916749229
351,0.32786885245901637,10.2179144650554,0.15036034434855702
352,0.41379310344827586,7.758286989397991,0.0607188956267441
353,0.4411764705882353,3.24991960162255,0.308058806785093
354,0.4153846153846154,5.06494640483299,0.12413328157678499
355,0.4745762711864407,7.759103906997289,0.0519812874762288
356,0.39622641509433965,3.71593704869835,0.12923727426695802
357,0.5,6.876301355166969,0.19013346409881599
358,0.43859649122807015,3.3448534331916497,0.125678757568078
359,0.32786885245901637,7.24683279225924,0.0641817328205125
360,0.2807017543859649,3.09445487056714,0.31434387050501506
361,0.4098360655737705,3.25434230343762,0.196137417125879
362,0.6037735849056604,14.0954159826339,0.0273582798968343
363,0.49122807017543857,5.89640400744049,0.160614860388612
364,0.46153846153846156,6.13832293008747,0.0892462448792856
365,0.5614035087719298,12.142864912169198,0.0254837587713708
366,0.45,9.79720688003675,0.19804372370956896
367,0.603448275862069,6.1743538232203,0.0638858597795447
368,0.3898305084745763,22.090907963456697,0.460608874308809
369,0.5454545454545454,11.966407583173801,0.0193820562058346
370,0.4,3.8090839235370697,0.0770891427091795
371,0.4444444444444444,3.61353566729967,0.0577162638809227
372,0.5636363636363636,3.5927740126668195,0.17089404071307202
373,0.4189189189189189,2.8698158352913703,0.19311912472349801
374,0.41935483870967744,6.250171228394519,0.16502938182125798
375,0.5166666666666667,6.1456675479838205,0.329554976088621
376,0.625,1.43511037982418,0.121664078136374
377,0.36538461538461536,4.08294709569033,0.0724425042556543
378,0.6461538461538462,8.75254931500479,0.150895694176164
379,0.3076923076923077,1.14917725302363,0.16258835674684902
380,0.4423076923076923,3.7708488122017,0.0537804716297832
381,0.6101694915254238,10.1707488327959,0.0237705920477654
382,0.576271186440678,6.75596181389835,0.127170354498991
383,0.423728813559322,18.4432617368397,0.0841370345752195
384,0.4057971014492754,2.51456560700625,0.121088744848154
385,0.5342465753424658,6.6073216273706,0.16597086006554998
386,0.45161290322580644,4.23146810703188,0.0662226752139288
387,0.4339622641509434,12.568588800502301,0.0667678833356597
388,0.3620689655172414,15.2257249817426,0.482123252660836
389,0.3064516129032258,10.218573107882198,0.291860573186206
390,0.36363636363636365,6.73366042869576,0.165764206027461
391,0.5714285714285714,16.752938305480402,0.108862453084618
392,0.42424242424242425,3.62841849638513,0.12309012418102902
393,0.5384615384615384,5.11952497283668,0.0966028540536504
394,0.37209302325581395,1.74211239517114,0.12166600827592698
395,0.64,12.528607110562598,0.0232867914421791
396,0.5,6.02022742120226,0.0292395949254873
397,0.4423076923076923,3.6095092307215695,0.0795333329033675
398,0.5283018867924528,14.3406647357776,0.0351139133996918
399,0.4915254237288136,1.68681756859748,0.154551039554611
400,0.5606060606060606,3.10652437227198,0.109687824905769
